title,artist,weeks,peak_rank,peak_date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Come In Stranger,Johnny Cash And The Tennessee Two,1.0,87.0,1958-08-06,1nPYfGi4zkUaDIirBvFmG9,Come in Stranger,Sings Hank Williams,24.0,Y,1960-01-01,0.792,0.508,-9.88,0.0559,0.808,0.00019,0.089,0.906,6.0,1.0,83.242,99.991
Come Into My Heart,Lloyd Price and His Orchestra,14.0,20.0,1959-10-21,2MfIhWJD9lTXKTolmYdXCP,Come Into My Heart,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,9.0,N,1994-01-01,0.532,0.565,-6.942,0.0333,0.62,0.0,0.086,0.638,8.0,1.0,103.32,127.067
Come On And Get Me,Fabian,8.0,29.0,1959-09-02,49PeQTl8U3U4EGHJbhnZGe,Come On And Get Me,Wally Zober Bronx 60's R&B Vol. 2,0.0,N,2023-06-13,0.436,0.816,-10.466,0.0304,0.623,0.0813,0.522,0.857,5.0,0.0,84.41,113.667
Come On Over,The Strollers,2.0,91.0,1961-04-05,3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix,Here Comes The Hotstepper,68.0,Y,1994,0.889,0.453,-8.598,0.221,0.0141,0.000205,0.202,0.437,4.0,0.0,100.358,250.467
"Come On, Let's Go",Ritchie Valens,13.0,42.0,1958-09-17,4cRfSR0QxDlXRHTKyEOu93,"Come On, Let's Go",Ritchie Valens,62.0,N,1959,0.616,0.724,-8.101,0.042,0.788,3.16e-06,0.128,0.809,9.0,1.0,81.402,124.587
Come Prima,Tony Dallara,7.0,60.0,1958-12-03,2wud13eK0j09mH4h6625g7,Come Prima,L'incredibile Tony Dallara,53.0,N,1956-02-09,0.461,0.317,-11.191,0.0365,0.791,0.0,0.0821,0.747,4.0,0.0,75.673,123.809
Come Prima (Koma Preema),Polly Bergen,6.0,67.0,1958-12-10,0HC9cuWz83j6QBypwRXquP,Come Prima (For the First Time) (with Glenn Osser & His Orchestra) - Single Version,My Heart Sings (Expanded Edition),1.0,Y,1959-01-01,0.288,0.288,-15.295,0.0359,0.559,0.0,0.277,0.361,4.0,1.0,115.643,145.867
Come Rain Or Come Shine,Ray Charles,2.0,83.0,1960-11-23,2htH7r8oqqEwp3BB6oh2cU,Come Rain or Come Shine,The Genius Of Ray Charles,54.0,N,1959,0.357,0.216,-12.833,0.0343,0.767,4.31e-06,0.531,0.283,3.0,1.0,119.57,222.733
Come Softly To Me,The Fleetwoods,16.0,1.0,1959-03-18,603N4XGJUTbK760GLCvIIs,Come Softly To Me,Come Softly To Me: The Very Best Of The Fleetwoods,54.0,N,1993-01-01,0.601,0.095,-18.478,0.0374,0.93,0.000285,0.116,0.672,1.0,1.0,122.975,144.933
Come To Me,Marv Johnson,15.0,30.0,1959-03-11,7DpfOkks38EfsrVcG9Zmhw,"Come Together (feat. Tim Bowman Jr., Joy Enriquez, Kirk Franklin, Kelontae Gavin, Fred Hammond, Heavenly Joy, Le'Andria Johnson, Lecrae, Mary Mary, Jac Ross, Marvin Sapp, Karen Clark Sheard, Kierra Sheard & Shelby 5)","Come Together (feat. Tim Bowman Jr., Joy Enriquez, Kirk Franklin, Kelontae Gavin, Fred Hammond, Heavenly Joy, Le'Andria Johnson, Lecrae, Mary Mary, Jac Ross, Marvin Sapp, Karen Clark Sheard, Kierra Sheard & Shelby 5)",34.0,Y,2020-04-24,0.466,0.806,-5.444,0.126,0.181,0.0,0.235,0.539,1.0,1.0,89.503,346.097
Come What May,Clyde McPhatter,3.0,43.0,1958-01-01,18BLPLHPRpxcXUr7rxnHpn,Come What May,Deep Sea Ball - The Best Of Clyde McPhatter,2.0,N,1991,0.689,0.749,-8.983,0.166,0.844,0.0,0.097,0.959,0.0,0.0,93.71,101.947
Comin' Down With Love,Mel Gadson,5.0,69.0,1960-05-25,4Cu9eIDavwgabGjIhiu5Be,Never Thought,Mel Bryant & the Mercy Makers,42.0,N,2020-07-10,0.46,0.396,-11.119,0.0643,0.678,4.94e-06,0.194,0.537,7.0,1.0,155.903,118.812
CooCoo-U,The Kingston Trio,1.0,98.0,1959-12-09,7N41JrfqZDfNxoqRcgdeNi,Coo Coo-U - Remastered,The Capitol Collector's Series,7.0,N,1990-06-18,0.813,0.438,-19.542,0.142,0.906,1.96e-05,0.0959,0.551,7.0,0.0,99.047,139.467
Cool Water,Jack Scott,3.0,85.0,1960-07-20,0OFX1hwVTJRLkpH0nDykat,Cool Water - Remastered,Capitol Collectors Series,20.0,Y,2011-01-01,0.662,0.416,-14.374,0.0357,0.816,0.000194,0.0951,0.806,7.0,1.0,129.141,150.707
Coquette,Fats Domino,1.0,92.0,1958-11-12,3wVRC7XGgay0BoYiDsA5KP,Coquette,The Complete Imperial Singles,23.0,N,2017-04-28,0.435,0.526,-5.748,0.0254,0.805,0.0,0.264,0.686,0.0,1.0,85.705,149.038
"Corinna, Corinna",Ray Peterson,15.0,9.0,1960-11-16,7LaCTjMLXG03oWhl6Va3PZ,"Corinna, Corinna",Presenting Ray Peterson,30.0,N,1958-11-26,0.481,0.413,-8.688,0.0326,0.798,1.61e-05,0.0817,0.681,9.0,1.0,127.591,162.16
Count Every Star,The Rivieras,10.0,35.0,1961-04-26,0lDaLquROBu6XlWB9g7BP7,Count Every Star,Moonlight Cocktails,4.0,N,1992,0.473,0.305,-15.998,0.0291,0.873,0.0,0.364,0.493,3.0,0.0,98.374,175.173
Country Boy,Fats Domino,10.0,25.0,1960-01-27,1IGoRsucAbrQY7lrjoq18U,Country Boy,Legends Of Rock n' Roll,27.0,N,1962-01-01,0.407,0.775,-10.585,0.169,0.493,2.66e-05,0.0917,0.873,3.0,1.0,206.76,139.093
Cowboy Jimmy Joe (Die Sterne Der Prarie),Lolita,3.0,94.0,1961-02-01,4Cn1pNLAXRT9CQxctRYEMx,Stars Of The Midnight Range,Country and Western,47.0,N,1997-01-15,0.505,0.202,-11.353,0.027,0.864,0.056,0.132,0.348,3.0,1.0,107.899,173.0
Crackin Up,Bo Diddley,5.0,62.0,1959-07-01,7hajZgAZPUxRu6YwuyODI8,Crackin' Up,Go Bo Diddley,24.0,N,1959-07-01,0.726,0.47,-12.762,0.0342,0.747,0.00954,0.107,0.942,4.0,1.0,123.787,123.133
Cradle Of Love,Johnny Preston,15.0,7.0,1960-03-23,6hHTKiIdjR9b7fUfZEHedZ,Cradle of Love,ROCK,29.0,N,1960-12-03,0.45,0.592,-6.74,0.076,0.272,0.0181,0.0852,0.796,6.0,0.0,173.986,140.173
Crazy Arms,Bob Beckham,13.0,36.0,1959-12-30,20RAYcU9jdYqb97atyYgYM,Crazy Arms (In the Style of Bob Beckham) [Karaoke Version],Crazy Arms (In the Style of Bob Beckham) [Karaoke Version],0.0,N,2012-05-01,0.735,0.27,-18.378,0.046,0.368,0.3,0.0936,0.964,7.0,1.0,124.905,145.012
Crazy Country Hop,Johnny Otis,4.0,87.0,1958-11-05,3ckKoeMeBQNuV5HjVZplD0,Crazy Country Hop,The Capitol Years,5.0,N,1989-01-01,0.788,0.785,-9.406,0.0491,0.337,4.95e-05,0.35,0.605,5.0,1.0,109.113,162.627
Crazy Eyes For You,Bobby Hamilton,3.0,40.0,1958-01-01,6zH4F42t7jlPsRGcxGbK9a,Crazy Eyes for You - Hi-Fi Remastered,Crazy Eyes for You (Hi-Fi Remastered),15.0,N,1958,0.629,0.838,-5.326,0.0315,0.206,0.0153,0.143,0.962,7.0,1.0,120.579,140.822
Crossfire,Johnny And The Hurricanes,14.0,23.0,1959-04-22,4MUq5xEYZoUwfzWUOiIMfP,Crossfire,Pop Megahits Of The 1950's Vol. 1,16.0,N,2005,0.64,0.446,-13.579,0.0386,0.0328,0.635,0.121,0.579,0.0,1.0,119.301,128.613
Cry,The Knightsbridge Strings,7.0,53.0,1959-07-15,0iOqgCC8ZufIpRqIRIb9kM,Roses,MSQ Performs The Chainsmokers,34.0,N,2016-11-18,0.457,0.116,-17.051,0.0395,0.945,0.7,0.0893,0.345,4.0,1.0,179.81,189.775
Cry Cry Cry,Bobby Bland,5.0,71.0,1960-11-02,2hP6oI5fZAta0kj8nYn5CK,"Cry, Cry, Cry","I Pity The Fool: The Duke Recordings, Vol. One",21.0,N,1992-12-22,0.559,0.283,-12.598,0.0402,0.305,1.73e-05,0.6,0.242,5.0,1.0,109.442,160.64
Cry Me A River,Janice Harper,3.0,91.0,1960-01-13,7f6AAixCrVar1ZY7RPHDfM,Cry Me A River,Julie Is Her Name,58.0,N,1955-12-01,0.496,0.0688,-14.927,0.0545,0.964,0.00229,0.112,0.161,4.0,0.0,119.898,178.573
Crying,Roy Orbison,2.0,49.0,1961-07-19,1hmgNEcsynNHU1AN9MTxgp,Crying,The Essential Roy Orbison,38.0,N,2006-03-28,0.354,0.3,-9.409,0.026,0.76,1.99e-05,0.11,0.171,2.0,1.0,96.692,166.467
Cupid,Sam Cooke,12.0,27.0,1961-05-31,5Iev69m1Jnf7oc79VvPjpd,Cupid,The Best of Sam Cooke,50.0,N,1962,0.485,0.433,-10.503,0.0342,0.476,0.0,0.0861,0.825,7.0,1.0,120.471,158.014
Daddy's Home,Shep And The Limelites,14.0,2.0,1961-03-22,6gbJvosUGV5j8WBwZVCIB9,Daddy's Home,Our Anniversary,37.0,N,2024-08-02,0.507,0.113,-13.893,0.0356,0.943,2.72e-05,0.134,0.259,5.0,1.0,146.525,174.243
Dance By The Light Of The Moon,The Olympics,11.0,47.0,1960-11-30,5qKgJo05toXkyhgWFfW8BG,Dance by the Light of the Moon,Dance by the Light of the Moon / Dodge City,13.0,N,1960-07-03,0.578,0.864,-8.447,0.0448,0.0957,0.0,0.237,0.961,2.0,1.0,83.183,135.984
Dance Everyone Dance,Betty Madigan,9.0,34.0,1958-08-13,2tkBw0h4j2H0czTykwtZic,"Dance, Everyone, Dance!",Vocal & Jazz Classics,1.0,N,2011-10-01,0.752,0.613,-9.223,0.039,0.208,0.0,0.409,0.922,5.0,1.0,130.679,144.493
Dance On Little Girl,Paul Anka,8.0,10.0,1961-05-24,7hicCfvTRlRjkrHYim5Gp4,Dance On Little Girl,Put Your Head On My Shoulder: The Very Best Of Paul Anka,32.0,N,2000-10-03,0.584,0.489,-10.49,0.03,0.427,0.0,0.156,0.896,8.0,1.0,132.891,113.107
Dance With Me,The Drifters,15.0,15.0,1959-10-07,3W0sGNPnUe5SVftz1YMQC3,Dance with Me,The Drifters: Essentials,28.0,N,2002-07-01,0.426,0.44,-8.119,0.0296,0.355,0.0,0.154,0.537,5.0,1.0,131.336,145.547
Dance With Me Georgie,The Bobbettes,1.0,95.0,1960-10-19,3D0fUBloGwPcLGLyheGWXu,Dance with Me,The Essentials: Orleans,64.0,N,2003-01-14,0.565,0.392,-10.083,0.0268,0.551,0.000106,0.247,0.493,2.0,1.0,98.485,180.48
Danny Boy,Sil Austin,18.0,10.0,1959-09-23,0QX5NebR6DbotLoU2IVTnI,Danny Boy,Honey Sax,9.0,N,1969-01-01,0.178,0.36,-12.701,0.0312,0.376,0.917,0.161,0.4,3.0,1.0,164.749,170.979
Darling Lorraine,The Knockouts,11.0,46.0,1959-12-23,58rE0XBpWlcupuTU2nso8j,Darling Lorraine,Goodies Old Is New: Rare Singles From The Golden Age of Rock and Roll,21.0,N,2004-03-15,0.531,0.298,-12.216,0.0265,0.876,0.000447,0.139,0.539,11.0,1.0,107.521,121.443
"Darling, I Love You",Al Martino,6.0,63.0,1959-09-23,0wirja9YVSzdXKUP6cZZk9,"My Darling, I Love You",We Could,24.0,N,1965-09-04,0.37,0.328,-12.869,0.0279,0.666,0.0649,0.125,0.246,0.0,1.0,87.582,180.533
Daydreams,Johnny Crawford,4.0,70.0,1961-06-07,1vHK496r8mzXkvDiCeKw4m,Daydreams,The Captivatin Johnny Crawford,20.0,N,2006-01-24,0.727,0.352,-13.001,0.0289,0.899,0.0011,0.0839,0.695,6.0,1.0,110.151,126.707
Dear John,Pat Boone,8.0,44.0,1960-10-19,6jIvrbydp7vgvJtc6Ynqhd,Dear John,Pat Boone's Golden Hits Featuring Speedy Gonzales,2.0,N,1962-08-01,0.605,0.233,-13.053,0.0327,0.712,0.0,0.114,0.447,3.0,1.0,101.46,171.12
Deck Of Cards,Wink Martindale,17.0,7.0,1959-09-09,4U3S2BgQeX25uW0fEPDSSt,Deck Of Cards,"Winking At Life: God, Country, Mom & Apple Pie",18.0,N,2000-01-01,0.49,0.376,-16.06,0.618,0.871,4.1e-06,0.121,0.672,0.0,1.0,170.841,240.88
Dedicated To The One I Love,The Shirelles,20.0,3.0,1959-07-08,4HdRMye6yPWOFrfLLM7W6b,Dedicated To The One I Love,Will You Still Love Me Tomorrow,46.0,N,2005,0.462,0.191,-11.901,0.0339,0.8,0.0,0.164,0.537,10.0,1.0,80.536,124.187
Delaware,Perry Como,11.0,22.0,1960-02-03,3SxHxzAngJDKG8hCSqQcfg,Delaware,Today & Yesterday,18.0,N,1993-10-25,0.831,0.741,-14.312,0.0706,0.582,0.0,0.058,0.79,4.0,1.0,99.71,139.4
Delia Gone,Pat Boone,3.0,66.0,1960-08-17,6N3CSxLlU65c67PxD4lnpS,Love Letters In The Sand,Pat's Great Hits (Expanded Edition),49.0,N,1957-09-01,0.548,0.258,-11.352,0.0281,0.831,0.0,0.117,0.491,3.0,1.0,88.805,135.64
Delicious!,Jim Backus & Friend,2.0,66.0,1958-01-01,7c0ZUiqjVB8pMnRGUnVDF0,Delicious!,60 Songs from the Cramps' Crazy Collection,5.0,N,2015-05-18,0.633,0.625,-9.051,0.525,0.94,0.0129,0.591,0.548,9.0,0.0,126.34,184.267
Devil Or Angel,Bobby Vee,19.0,6.0,1960-07-27,5JL4jmmogEql62ljHdlYP6,Devil Or Angel,Bobby Vee Sings Your Favorites,37.0,N,1960-01-01,0.389,0.266,-11.791,0.0346,0.9,0.0,0.11,0.615,5.0,1.0,102.833,141.2
Devoted To You,The Everly Brothers,14.0,10.0,1958-08-06,4FrMb1ckGBrhARbHySQKx5,Devoted to You,The Very Best of The Everly Brothers,54.0,N,1964-08-01,0.587,0.34,-9.387,0.0256,0.834,0.0,0.0955,0.526,3.0,1.0,90.523,141.04
Devotion,Janice Harper,3.0,82.0,1958-08-13,11fScWk6IHgvkVyfZYbHnU,I Have Decided to Follow Jesus,Measures of Grace,40.0,N,2009-12-01,0.28,0.256,-17.027,0.0313,0.881,0.893,0.302,0.152,4.0,1.0,134.418,168.48
Diamond Ring,Jerry Wallace,4.0,78.0,1958-12-03,06uH1OuvJe7OQY62XAaOSm,Diamond Ring,Diamond Ring,1.0,N,1958-01-01,0.635,0.471,-13.097,0.0432,0.826,4.51e-06,0.341,0.79,2.0,1.0,82.507,146.387
Diamonds And Pearls,The Paradons,16.0,18.0,1960-08-17,3FM1yG6lv8Yy9LGwfWearT,Diamonds and Pearls,The Paradons & The Trend Tones,19.0,N,2014-07-22,0.505,0.219,-12.005,0.0253,0.985,0.0,0.12,0.481,5.0,1.0,94.551,138.84
Ding-A-Ling,Bobby Rydell,11.0,18.0,1960-05-04,5ekabwI9PFHbfc0hz6n1xi,Ding-a-Ling,The Best Of Bobby Rydell,7.0,N,2005-10-18,0.645,0.755,-5.965,0.0446,0.491,0.0,0.297,0.871,6.0,0.0,132.072,148.6
Do You Mind?,Andy Williams,7.0,70.0,1960-06-29,4hbq9t0lBma3EmGWeoRAO1,Do You Mind,The Very Best Of...,0.0,N,1956-01-01,0.483,0.195,-13.22,0.0307,0.321,3.58e-06,0.182,0.693,0.0,1.0,65.295,136.56
Do You Want To Dance,Bobby Freeman,5.0,20.0,1958-01-01,4wXPZBafMKbTtdOB7BVGcp,Do You Want To Dance,Pop Megahits Of The 1950's Vol. 1,26.0,N,2005,0.625,0.438,-12.003,0.0499,0.517,3.62e-05,0.155,0.957,0.0,1.0,155.534,165.693
Do-Re-Mi,Mitch Miller,4.0,70.0,1959-12-23,3QqafgZ1FJVKOA0Nl0yKxm,Do Re mi,16 Most Requested Songs,13.0,N,1989-06-13,0.586,0.657,-11.173,0.0389,0.805,5.59e-05,0.142,0.784,10.0,1.0,115.215,122.667
Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,3.0,26.0,1961-07-19,1m8wKjlAC0qIRRcSgHrBcg,Does Your Chewing Gum Lose It's Flavour (On the Bedpost Overnight) - Remastered,The King of Skiffle (Remastered),8.0,N,2019-10-10,0.653,0.726,-10.954,0.0599,0.561,2.69e-05,0.103,0.704,7.0,1.0,114.014,159.533
Doggin' Around,Jackie Wilson,16.0,15.0,1960-03-30,1uXopyJyRjXsjFtlAXhMd4,Doggin' Around,Jackie Sings The Blues,22.0,N,1960,0.568,0.367,-9.912,0.0256,0.801,1.67e-05,0.059,0.383,5.0,1.0,94.096,171.84
Doll House,Donnie Brooks,10.0,31.0,1960-11-23,1GIlSd95YSEUzueIjZ6Y8G,Doll House,The Happiest,7.0,N,1961,0.244,0.598,-11.089,0.0383,0.526,0.0,0.439,0.939,6.0,1.0,178.578,133.936
Don't Ask Me Why,Elvis Presley With The Jordanaires,5.0,34.0,1958-01-01,0nKb6gYFt0jgs6c2nmqvSm,Don't Ask Me Why,King Creole,28.0,N,1958-09-19,0.427,0.181,-14.177,0.0462,0.97,0.0,0.133,0.281,10.0,1.0,79.967,126.573
Don't Be Cruel,Bill Black's Combo,13.0,11.0,1960-09-07,4eDmOSU6rMzjIim9FsDtHY,Don't Be Cruel,Bill Black's Combo,15.0,N,2003-01-01,0.737,0.611,-10.936,0.0366,0.405,0.75,0.0804,0.944,7.0,1.0,157.114,133.4
"Don't Believe Him, Donna",Lenny Miles,7.0,41.0,1960-12-28,3AlOBPWteuCClVCLVt8BNy,Don't Believe Him Donna,Last Kiss And Other Great Hits From The 60's,1.0,N,2005,0.701,0.35,-7.488,0.0303,0.843,8.42e-06,0.175,0.362,11.0,0.0,97.543,142.6
Don't Bet Money Honey,Linda Scott,8.0,11.0,1961-06-28,6QgK6fwSsvEhNdmxaCnyxd,"Don't Bet Money, Honey (In the Style of Linda Scott) [Backing Track Version]","Ultimate Backing Tracks: Malt Shop, Vol. 5",0.0,N,2011-01-14,0.74,0.183,-12.344,0.0392,0.288,0.834,0.0959,0.608,5.0,1.0,100.355,153.156
Don't Come Knockin',Fats Domino,11.0,21.0,1960-06-22,7rtkJqHIA5i5kcPnMzzBMp,Don't Come Knockin',A Lot Of Dominos,25.0,N,1960-08-07,0.417,0.41,-12.107,0.0369,0.305,0.000423,0.11,0.954,10.0,1.0,172.378,117.493
Don't Cry No More,Bobby Bland,3.0,79.0,1961-07-19,1Z2E0hzef6vJD3fCFWoWUi,Don't Cry No More,"I Pity The Fool: The Duke Recordings, Vol. One",14.0,N,1992-12-22,0.523,0.753,-12.437,0.0633,0.234,0.0,0.202,0.955,0.0,1.0,91.059,145.8
"Don't Cry, Baby",Etta James,3.0,45.0,1961-07-19,52JFZ4D1kYCspWMolxYtTo,Don't Cry Baby,The Second Time Around,52.0,N,1961,0.427,0.154,-15.872,0.0314,0.83,2.08e-06,0.107,0.587,5.0,1.0,132.022,146.227
Don't Deceive Me,Ruth Brown,8.0,62.0,1960-03-09,6Teu9cfIt31Y9xQtkUPUQj,Don't Deceive Me - Single Version,Miss Rhythm: Greatest Hits And More,1.0,N,2005-03-29,0.516,0.349,-11.394,0.0344,0.62,1.56e-06,0.263,0.552,8.0,1.0,98.366,135.227
Don't Destroy Me,Crash Craddock,1.0,94.0,1959-11-04,25HzmNxpTK2CXBZPvRImEU,Don't Destroy Me,Boom Boom Baby,3.0,N,1992-01-01,0.706,0.435,-11.012,0.0313,0.768,0.0138,0.169,0.826,0.0,1.0,95.643,167.427
Don't Fence Me In,Tommy Edwards,8.0,45.0,1960-02-17,6IoT18y4UE7M3WvQ5WYPyU,Don't Fence Me In,Step Out Singing,20.0,N,1960-01-05,0.616,0.671,-8.435,0.0774,0.616,0.000121,0.175,0.644,8.0,1.0,138.699,148.787
Don't Forget I Love You,The Butanes,2.0,98.0,1961-07-19,15tfo3c3rPU7ENgSsvZcwR,Don't Forget I Love You,"The Ten Commandments of Rock 'N' Roll, Vol. 6",0.0,Y,2021-06-25,0.549,0.945,-5.235,0.0519,0.523,0.0,0.172,0.804,10.0,1.0,76.47,147.053
Don't Go Home,The Playmates,2.0,70.0,1958-01-01,31SPIpjKb1YlvY6FDCBUrm,Don't Go,Don't Go,42.0,N,2019-09-06,0.122,0.0329,-22.297,0.0428,0.86,0.895,0.112,0.0615,4.0,0.0,95.542,174.876
Don't Go To Strangers,Etta Jones,7.0,36.0,1960-11-02,6cRsRBzSaGwfnMMqNSjtFY,Don't Go To Strangers,Don't Go To Strangers - Rudy Van Gelder Remaster,51.0,N,1960-01-01,0.497,0.086,-13.579,0.0443,0.974,0.00106,0.124,0.171,7.0,1.0,129.332,228.36
Don't Let Him Shop Around,Debbie Dean,2.0,92.0,1961-02-01,20BJYonZzlLzd0cbhIED97,Don't Let Him Shop Around - Single Version,"The Complete Motown Singles, Vol. 1: 1959-1961",3.0,N,2005-01-14,0.657,0.721,-3.832,0.0341,0.87,3.73e-06,0.266,0.948,1.0,1.0,136.102,164.573
Don't Let Love Pass Me By,Frankie Avalon,2.0,85.0,1960-10-05,5kqXQHIgQ6UfFP9LfqPNgG,Venus,Frankie Avalon,47.0,N,2008-12-01,0.576,0.347,-18.755,0.0317,0.852,0.599,0.124,0.85,10.0,1.0,114.883,144.483
Don't Let The Sun Catch You Cryin',Ray Charles,2.0,95.0,1960-02-03,3pEwXiu1AVstyAluolJnW7,Don't Let the Sun Catch You Cryin',The Genius Of Ray Charles,33.0,N,1959,0.197,0.316,-10.559,0.0366,0.63,6.32e-05,0.125,0.248,5.0,1.0,181.348,225.333
Don't Pity Me,Dion & The Belmonts,12.0,40.0,1958-12-17,7HEfruasPLwcluVCmByCFD,Don't Pity Me,Presenting Dion And The Belmonts,25.0,N,1959-01-01,0.427,0.418,-7.151,0.0251,0.76,1.62e-05,0.146,0.362,2.0,1.0,91.955,159.88
Don't Read The Letter,Patti Page,4.0,65.0,1960-12-28,0VZtkNntW57HvblvTBlABe,Tell Him,Workin' On A Groovy Thing....The Best Of,51.0,N,2007-01-01,0.573,0.471,-8.424,0.0253,0.687,0.0,0.0826,0.932,7.0,0.0,96.518,151.453
Don't Take The Stars,The Mystics,2.0,98.0,1959-10-14,0smvyhir3JqCjkGYmA2q2B,Don't Take The Stars,Hushabye: The Complete Laurie Singles,32.0,N,2020-02-07,0.354,0.53,-9.697,0.0298,0.639,0.0,0.165,0.939,2.0,1.0,174.228,151.307
Don't Take Your Guns To Town,Johnny Cash,12.0,32.0,1959-01-14,0p7QF136UOOUHnyU8CuZra,Don't Take Your Guns to Town,The Essential Johnny Cash,48.0,N,2002-02-12,0.629,0.204,-12.619,0.075,0.864,0.0,0.0863,0.489,10.0,1.0,89.199,182.667
Don't Tell Me Your Troubles,Don Gibson,3.0,85.0,1959-08-05,5c6wm4gmI1bENw6H8PwODq,Don't Tell Me Your Troubles,RCA Country Legends: Don Gibson,25.0,N,2001-05-15,0.635,0.748,-8.46,0.0344,0.728,4.61e-06,0.0765,0.908,10.0,1.0,100.539,138.307
Don't Throw Away All Those Teardrops,Frankie Avalon,10.0,22.0,1960-03-09,7KjsPUMEiwqkAPm8G5hjrA,Don't Throw Away All Those Teardrops,Beach Party,5.0,N,2013-12-04,0.565,0.308,-11.841,0.0269,0.919,0.00139,0.312,0.454,7.0,1.0,82.761,149.907
Don't Worry,Marty Robbins,15.0,3.0,1961-01-25,0dPfKBYyPmoSfoLJqeKAs4,Don't Worry,The Story Of My Life: The Best Of Marty Robbins 1952-1965,37.0,N,1996-03-12,0.648,0.165,-16.446,0.0348,0.879,0.000216,0.13,0.435,4.0,1.0,99.585,194.16
Don't You Know,Della Reese,18.0,2.0,1959-09-16,4l52Uoxxt4mnscMjnWNMZk,Don't You Know,The Classic Della,18.0,N,1961-12-22,0.174,0.476,-6.192,0.0337,0.799,0.000353,0.119,0.357,3.0,1.0,176.182,154.667
Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns",6.0,56.0,1958-12-03,5QIuNcryYa5a0LXdLApwHB,Don't You Know Yockomo,This Is... Huey 'Piano' Smith,18.0,N,1998-01-01,0.535,0.803,-4.318,0.11,0.133,0.00736,0.622,0.926,8.0,0.0,154.779,142.427
Donald Where's Your Troosers?,Andy Stewart,1.0,100.0,1961-07-19,68LIwSJYSkEj7oHcXCcHwo,Donald Where's Your Troosers?,20 Scottish Favourites,32.0,N,1985-06-03,0.7,0.337,-13.801,0.379,0.95,9.38e-05,0.122,0.822,10.0,1.0,107.584,198.267
Donna,Ritchie Valens,23.0,2.0,1958-11-19,5jjrPdeClupQkNkGR1sth7,Donna,The Best of Ritchie Valens,51.0,N,2006-01-24,0.463,0.224,-10.542,0.0255,0.866,0.0,0.116,0.394,5.0,1.0,67.47,149.067
Dooley,The Olympics,1.0,94.0,1961-06-14,69tcPAhGAow2GbTCXKDLGk,Dooley,Greatest Hits of the 1960's,1.0,N,1960,0.636,0.547,-14.64,0.0321,0.635,0.0,0.146,0.925,2.0,1.0,104.381,132.733
Down By The Riverside,Les Compagnons De La Chanson,8.0,60.0,1960-03-02,1p5VeCCFyeafMMDaXak10E,Down by the Riverside,Down by the Riverside,45.0,N,2021-05-14,0.678,0.911,-3.847,0.0525,0.0217,0.0,0.356,0.859,11.0,0.0,135.916,179.742
Down By The Station,The Four Preps,15.0,13.0,1959-12-23,3kpuidZaDOsLP3YgFi8sxu,Down By the Station,Down By the Station,22.0,N,2007-11-27,0.754,0.442,-15.178,0.0403,0.324,0.0,0.0634,0.971,3.0,1.0,118.641,172.067
Down In Virginia,Jimmy Reed,2.0,93.0,1958-08-06,6mw3mUQYyU0li2ZgWLqj4S,Down In Virginia,Rockin' With Reed,16.0,N,1959-01-01,0.602,0.796,-7.576,0.0675,0.838,0.00255,0.0784,0.558,9.0,0.0,111.646,144.442
Down The Aisle,Ike Clanton,2.0,91.0,1960-05-18,71CYLDgnV1yJ88M6bJQy6P,Down the Aisle,Go Jimmy Go - The Very Best of Jimmy Clanton,2.0,Y,1997-01-01,0.324,0.381,-7.471,0.0273,0.766,3.21e-06,0.152,0.314,8.0,1.0,97.505,156.227
Down The Aisle Of Love,The Quin-Tones,12.0,20.0,1958-08-13,4zQEF5XYxKYA7cZnWmQmjh,Down The Aisle Of Love,The Unavailable 16 & The Original Nitty Gritty,14.0,N,1993-01-01,0.407,0.277,-13.697,0.027,0.754,0.0223,0.54,0.385,6.0,1.0,95.449,173.996
Down The Street To 301,Johnny Cash And The Tennessee Two,3.0,85.0,1960-07-06,1DEhQ2HExxttOAJ6I02ytO,Down the Street to 301,Now Here's Johnny Cash,21.0,Y,1961-01-01,0.588,0.566,-7.469,0.0297,0.835,0.00144,0.308,0.966,3.0,1.0,89.459,123.631
Down Yonder,Johnny And The Hurricanes,9.0,48.0,1960-05-25,6geXF727GRr6ht9lNlzqCm,Down Yonder,Rock 'N' Roll Legend: Johnny And The Hurricanes,6.0,N,2008-01-01,0.519,0.726,-14.546,0.0286,0.397,0.798,0.201,0.971,10.0,1.0,147.663,126.347
Dream,Etta James,3.0,55.0,1961-06-21,4YCtZZOGZ3zh0LmiVbkz47,Misty Blue,The Dreamer,42.0,N,2011-01-01,0.544,0.321,-9.057,0.0477,0.726,3.62e-06,0.134,0.315,9.0,1.0,121.326,297.973
Dream Boy,Annette With The Afterbeats,2.0,87.0,1961-02-15,45dJrdg8O7Rz1XAlffMc9N,Dream Boy,Dream Boy,44.0,N,2023-10-27,0.822,0.603,-8.201,0.0334,0.528,3.66e-06,0.189,0.814,3.0,1.0,111.97,204.377
